original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"Allahu Akbar yang dibunuh itu para kafir yang tidak mau menyembah Allah Ingat! Perangi para kafir dimanapun mereka berada, pancung kepala dan jari jarinya hanya Allah yang boleh ditakuti
",kaskus,0,0,1,1
"Aku malah fokus sama pelukannya   almarhum.. Dia mungkin  kayak aku kali yaaaa lebih seneng deket ke bapak soalnya kan bapak itu jiwanya lebih tenang, berwibawa, sama lebih mau nurutin kemauan anak   jadi lebih deket deh",instagram,0,0,0,0
" eh,,udah gak  bisa 1 liga ngirim 5 wakil ya?          berarti  1 liga maks 4 sekarang?    ?? ente nonton match mana bre?? kalo match chelsea vs liverpool seru sih,,,   Seru liat liverpool nyerang  Keep park the bus flying high..  Feeling final FA bakal kaya match catur nih (boring) gak ada yang mau nyerang  Ayo TAYO FC!!! Tumpuk pemain di depan gawang. Bola datang buang, tendang ke depan, bodo amat gak kena teammates, yang penting clean sheet  Keep Tayo Blue Fc Flying High
",kaskus,0,0,0,0
"Ganyang can  Hari gini masih mau dijajah cina, untuk apa merdeka  Hare gene masih RASIS, kembali ke jaman purba",twitter,0,1,1,1
"isi sloot malam ini kak masih banyak sloot yaa.
avail JOGJA
 open BO jogja
 avail jogja
 bisaya r
 MEMEK BASAH
 bisayar jogja
 bispak jogja
 cewek bookingan
 video bokep
 bo jogja
 mesum
 full servis
 Kuliner Lendir
 ML
nb: d jamin real pict
no DP
tidak harus jadi member!
move WA",twitter,1,0,0,0
Berantem aja udah ayo cit   thanks yaa pak     Si monyet papua hbd ya haha  jangan lupa sama gua traktir nya         ,twitter,0,0,0,0
I added a video to a  playlist    SAWERAN HOT REMAS SUSU SAMPAI MUNCRAT - Saweran Heboh Remas SUSU 2016,twitter,1,0,0,0
"Itu buah dadanya bisa  ga dipamerin mulu, kita yang bnar2 wanita jadi malu tau.. Udah palsu di pamerin lagi.. Miris nya",instagram,1,0,0,0
 Ga usah sibuk mikirin kleb orang tong   Musim depan lu maen limajum dan Hazard bakal cabut dari Chelsea  Auto tambah medioker lu tong    Bacot bau tai lu anjink  MAkan tuh pog babi Cuma modal goyang bool doang    Untung my yuve dapet  crot 7 ,kaskus,0,0,0,1
"Jika bisa di ibaratkan indonesia adalah tubuh manusia maka jika ada salah satu anggota badan yang sakit pasti semua akan merasakan sakit, jika tangan kanan kena pisau tangan kiri pun berusaha untuk menutupi lukanya itulah kita karena kita adalah INDONESIA",instagram,0,0,0,0
"Emang suara lu gak  keselek jakun, tapi suara lu kayak orang lagi pilek kagak selesai2",instagram,0,0,0,0
" Salam kenal buat semua  ane nubi nih di go car..  Forumnya ini bener ga?    bener bray.tapi jangan narik gocar lah,narik grep aja.gocar sepi kata preman dimari.tupo cuma mitos
",kaskus,0,0,0,0
" paling jijay cinak sengaja ngelacur ke negara miskin afrika titid negro katanya negara maju cuuyyy tapi memeknya ngobral ke negro bosen punya cinak yang mini kayak si mahok   najis tiko indon ngaku cari duit halal padahal meki lontenya digaruk sesama item dekil macam negro, bangladesh, sri lanka   rohingya. udah enek sama titid indon yang Ciut item dekil kaya si babi berisik petamburan  
",kaskus,1,1,0,1
Yampun samaaaa hop  nyeseel tauuu gek jadii wagu gitu huhu    aku jadi item gosong kaya orang papua tau ga sih dop. Bete  ,twitter,0,1,0,1
"1.rosulallah hidup di kota mekkah selama 13 tahun ,kmudian beliau di usir oleh kaum kafir quraisaya  ,dan rosul hijroh ke madinah brsama sahabt",twitter,0,0,1,0
Selalu juara bagi ku kakak  tiada yang lain lagi sebab kak luna lebih cantik dari pada semua nya... apa lagi yang iri sama kakak luna banyak sekali banyak banyak yang ngak  tau diri eemmm.. bnyak yang muka kayak aspal panas emmmm yang selalu kelihatan jelek nay,instagram,0,0,0,0
" Mau ngetroll? Hmm   Akuk hanya tanya kau pernah bertemu  dimana tong, di pasar, di cafe atau di alam mimpi. Kau tinggal jawab saja 
",kaskus,0,0,0,0
gue tipe orang yang ngga terlalu mempermasalahkan pakaian wanita (mau terbuka ataupun tertutup yang penting sesuai tempat aja). tapi liat video ini ko agak aneh ya. Baru kali ini ada video clip di indonesia yang modelnya pakek baju renang walaupun emang settingnya lagi dipinggir kolam   agak geli gimana gitu liatnya. Kira2 kalau muncul di tv kena tegur KPI ngga ya?!  ,instagram,0,0,0,0
" Januari ini kalo diliat dari statement mou jadinya ga beli siapa2 yah  Weh semoga ga banyak yang cedera aja asal konsisten ane yakin dah champions league dapet  lawan bristol aja kita keok kok mo ngarep ama piala lc gan mimpi kejauhan   ggmu
",kaskus,0,0,0,0
 liat pinggangnya itu keliatan jaitan operasi .. jantan x berdiri  body bencong tetap aja nampak ya  ,instagram,0,0,0,0
"dasar goblok, opm RMS itu tugas TNI bukan densus, teroris mewek mulu      kalo perusuh papua, RMS, OPM kebal peluru densus 88..",twitter,0,1,0,1
"Aku keluarin dimana beib? : Oohh yeah. oohh oh ohh  : Km di bawah yah,siap yah bleess,memek kamu sempit beib",twitter,1,0,0,0
"my fren say   Sebelum Papua pisah dari Indo, mending kita ke Raja Ampat aja   eaaaaa... sekalian  ketemu Funky Papua lah haha",twitter,0,0,0,0
Welleh..wellehh...eh bencong...lu sadar gak sih...suara lo suara hidung..SENGAUUU.....gak ada merdu2nya dikit pun.....malah NGERIIIIII dengar suara lo kalau malam2....kek dengar suara kuntilanak...tapi kunti BENCONGGGGGG....,instagram,0,0,0,1
"Open vcs and member, chat wa  085865115634 Buruan ya sayang emm
 cewe sange  peler  tante girang  mahasiswi  sepong kontol  sagapung  chat seks  openvcs  pap  hijab  jilboob  jilmek  grup line  kontol lagi gede  puting  nyepong  mesum  grup  gabut  lesbian  availbali  bo bali  bispak bali   ",twitter,1,0,0,0
Jaman sekarang orang yang bener2 talented kalah telak sama manusia jadi-jadian yang tiap hari cuma pamer toket sama meki buatan duhhh ,instagram,1,0,0,1
"JIHAD bukanlah mebunuh rakyat sipil yang kafir dengan cara BOM BUNUH DIRI, jadii kalo ada yang mengatasnamakan Allah ketika bom bunuh diri, ITU PEMBODOHAN!",twitter,0,0,0,0
CeWE CAKEP tapi BEGO.PANTES gak  LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,twitter,0,1,0,1
"rela bolos kerja buat demo berjilid2 ngurus akidah kafir?
Logika pekaes dan gerindong... Teriak intoleran dengan cara intoleran, usir-bunuh!",twitter,0,0,0,0
"  nusantara yang harus mewarnai islam, tapi islam yang harus mewarnai nusantara   Iya maksudnya mewarnai nusantara dengan khilafah dan pro ISIS kan?",twitter,0,0,1,0
Goblok..sabang wi jeneng seng enek nang papua kono lo..merauke sampai sabang..     abang  bahasa jawane merah pok  ,twitter,0,0,0,0
Kenapa jarak susu sama pinggang berdekatan ? Kalo orang tinggi semampai harusnya perutnya juga agak jenjang dikit gitu... Bukan perut pendek begitu...,instagram,1,0,0,1
" Baca surat si orang bom bunuh diri, ada kata kafir, cari lah makna kata kafir sebenarnya dalam Quran ..",twitter,0,0,1,0
" heh kontol, jangan sok pemes lu di rp, muka kek memek, orang tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
ribut   ganyang cina tuh.... koruptor kalau  mau diganyang mah mereka maling   duit negara...  lo   pada diem aja kaya... kambing congeee,twitter,0,0,0,0
"kategori how to biasanya banyak apalagi how to make a baby , atau how to make a woman pregnant
",kaskus,0,0,0,0
  anak aku gituu juga padahal baru umur 2 tahun dan 1 tahun hiks hiks hiks..padahal 24 jam sama aku.. gak  pernah mau kalo disuruh   kiss mama  ..tapi kalo ayahnya tanpa disuruh udah mereka   kiss kiss kiss everyday    ,instagram,0,0,0,0
"hijrah memang gak mudah, buktinya Rasul yang dijuluki al-amin harus hijrah dari Makkah ke Madinah tuk dirikan Dar al-Islam   Khilafah",twitter,0,0,1,0
"  KETEMUAN AJALAH , BERHENTI LO BACOT DISINI. PUNYA NYALI GAK SIH ?   Ane lagi sibuk sekarang gan, orderan tokped ada 100 order, lumayan cuan  100.000 x 100 = 10.000.000. emang  sih pegawai yang proses tapi tetep harusane kontrol.. nanti kalau ada waktu luang bolehlah kita ktm, ane traktir ente.  Maaf ya kalau ada salah2 kata, ane ga maksain kok karena kapasitas tiap orang beda.
",kaskus,0,0,0,0
keluarga sudah ke menggunakan hak pilihnya pagi ini. Jangan lupa bagi warga jakarta untuk datang ke tapi  sebelum jam 1 siang!,twitter,0,0,0,0
Siapa lagi yang harus memikirkan masalah umat bila bukan kita. Mari bersama kita perjuangkan kebangkitan islam dengan penerapan syariat Islam & Khilafah,twitter,0,0,1,0
"Biasa jihad pan ,gak  ah nanti gua jadi tersangka  petasan  bunuh diri     Kenape pin ? Main petasan yuk pin hahaha    Sedih",twitter,0,0,1,1
" beserta keluarga, di undang2 tersebut dijelaskan pula keluarga yang dimaksud anak dan mantu, di dalam dan di luar negri.. lengkap ada penjelasannya dalam undang2 tersebut",instagram,0,0,0,0
Kok gue geli ya..liat tuh body... Kayak gue beli ayam potong utuh.ga tak masak tapi gue cantolin...idihhh..,instagram,0,0,0,1
"twit  parah !!      ikutan dong   masih bugil dikamar , puting aku kok warna nya pink yaaa ? Memek masih sempit nih  ",twitter,1,0,0,0
"  Sudah2. Sampe bold segala Di hari libur gini tenangka pikiran saja. Ngajak berantem kok sama psikolog hehe. Bisa mendidih anda  delusi kau kimak. anak perek paket hemat cobak kau towel duluk pukik mamak kau yang dower bergelambir macam babat digantung itu  
",kaskus,1,0,0,1
"Anda boleh menghina kami, tapi ketika anda menghina harga diri bangsa kami seluruh penduduk Indonesia akan bersatu melawan anda. Jangan coba2 menyulut api jika anda tidak mau terbakar. Sampah kau",instagram,0,0,0,1
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus.  Debat Final Pilkada jakarta ,twitter,0,0,0,1
"Buahahahahha bego lu punya cita2 salut begitu gue , pengen jadi cewe udah , sekarang jadi hulk atau kolor hantu ijo ni bego",instagram,0,0,0,0
Ak heran sama lagu ini .. lagu apa sh ini koh gak  ada nyambung2 nya ..,instagram,0,0,0,0
"Pengen jadi wa  awan gue, mayan bisa  ngewe gratis Apalagi kesaktian ID Press ya? Saya seringnya pakai untuk keperluan tadi itu.",twitter,1,0,0,0
Beda kristen dengan agama lain>siapa yang percaya YESUS sebagai Juruselamat& Tuhan! Maka menerima ROH KUDUS-sebagai Penolong & Penghibur! *bukan dengan kekuatan kita *,twitter,0,0,0,0
"maka itu gue setuju etnis tionghoa jadi honggo baru saja korup duit sebanyak2nya lalu kabur  ngapain kerja keras dan tuangkan segenap tenaga buat konstribusi bagi negara ini? toh ga akan dihargai  semoga muncul next honggo di indonesia   
",kaskus,0,0,0,0
 Mata Najwa Debat jakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skakmat di pertanyaan  isu agama tadi  . Dasar cina tolol hahaha,twitter,0,1,0,1
"Hashtag Khilafah dan HTI hari ini kelihatan tinggi.,  Tidak ada Negara Khilafah di NKRI.,  Tidak kah Kalian Tau.,  Kebanyakan Khalifah wafatnya di Bunuh.,  apakah kalian mau bikin negara indonesia seperti itu.,   ",twitter,0,0,0,0
 juara NGIBULIN ORANG SEINDONESIA LAKIK NGAKU WANITA.. NGAKU HAMIL PADAHAL GAK PUNYA INDUNG TELUR PUNYA NYA TELUR PUYUH 2 udah DI BUANG BUAT MAKAN BIAWAK AJA BIAWAKNYA MUNTAH,instagram,0,0,0,1
"orang minang kalah pilpres saja ingin pisah dari NKRI, kononlah orang papua yang hampir tiap saat harus berhadapan dengan bedil tentara.",twitter,0,0,0,0
2.SEBENARNYA SEDERHANA SaJa PROF. KITA TANTANG SaJa MEREKA.MEMANGNYA kalo INGIN TEGAKKAN KHILAFAH.terus KHILAFAHNYA Seperti apa?terus PROVINSI2 sepertiI PAPUA NTT SULUT dan lain lain yang MAYORITAS NON MUSLIM kalo gak  SeTuJU SaMa KHILAFAH MEREKA AKAN DIPERLAKUKAN seperti APA? DIKELUARKAN dari NKRI?kalo MEREKA INGIN PERANG?,twitter,0,0,1,0
"  Meski hanya Show Of Force, preman kafir tetap lempari pemuda Islam Solo dengan batu dan bom molotov  ",twitter,0,1,1,1
"udah kaya fpi lu be, haha hajar Cina tabok tonjok banting sikat ganyang abisin cabik-cabik ampe ga bersisa !!!!",twitter,0,1,1,1
Manahan pantat isi nya lemak semua. Gua suudzon. Pas lagi di oplas. Lemak sapi pada nyelip2 di pantat nya,instagram,1,0,0,1
"  kw tebak sendiri  la,... kok cumna..biar kw kasih jawaban sama ll itu.. biar dia bareng sama kamuu lombanya.",instagram,0,0,0,0
"Emang negro ga boleh ya bre pake sweater atau kaos yang tulisan nya monyet? :wakaka 
",kaskus,0,0,0,0
- disaat semua cowok berusaha melacak perhatian gue.  lo lantas remehkan perhatian yang gue kasih khusus ke elo. basic elo cowok bego ! ! !,twitter,0,0,0,1
    :   siapa yang telat ngasih tau elu?edan sarap gue bergaul dengan cigax jifla calis sama siapa noh licew juga,twitter,0,0,0,1
"  41. Kadang aku berfikir, kenapa aku tetap percaya pada Tuhan padahal aku selalu jatuh berkali-kali. Kadang aku merasa Tuhan itu ninggalkan aku sendirian. Ketika orang itu aku berencana berpisah, ketika kakakku lebih memilih jadi Kristen. Ketika aku anak  ",twitter,0,0,0,0
    AKU ITU AKU  KU TAU MATAMU SIPIT TAPI DILIAT DARI MANA ITU AKU    ,twitter,0,1,0,
    Kaum cebong kapir udah keliatan dongoknya dari awal tambah dongok lagi hahahah    ,twitter,0,1,1,1
  Ya bani taplak dan kawan-kawan,twitter,0,1,1,1
deklarasi pilkada 2018 aman dan anti hoax warga dukuh sari jabon,twitter,0,0,0,0
Gue baru aja kelar re-watch Aldnoah Zero!!! paling kampret emang endingnya! 2 karakter utama cowonya kena friendzone bray!    ,twitter,0,0,0,1
"  Nah admin belanja satu lagi po   terbaik nak makan Ais Kepal Milo, Ais Kepal Horlicks atau Cendol Toping kaw kaw.  ??     Doket mano tu ? Gerai Rojak Me  uaku - Taipan 2 (depan TWINS BABY   ROMANTIKA / Bank Islam Senawang)  ???",twitter,0,0,0,0
  Enak lagi kalo sambil ngewe,twitter,1,0,0,0
"  Setidaknya gue punya jari tengah buat lu, sebelom gue ukur nyali sama bacot lu    ",twitter,0,0,0,1
        BANCI KALENG MALU GA BISA JAWAB pertanyaan  KAMI DARI 2 HARI LALU.... NYUNGSEP KOE     ,twitter,0,0,0,1
Kalo belajar ekonomi mestinya jago memprivatisasi hati orang. Duh.. ironi  ,twitter,0,0,0,0
Aktor huruhara 98 Prabowo S ingin lengserkan pemerintahan Jokowi.... Nyata,twitter,0,0,1,1
  Bu guru enakan jadi jablay atau guru esde sih. Kayaknya menikmati jadi pecun ini guru.    ,twitter,0,0,0,1
"              Lawan bicara gue gak intelek kayak  lo, yang otak gak punya. tentang kencing onta, gue mengakui hadis nabi dan itu sahih. Kafir kayak  lo pasti menolak, makanya  lo ahlunnar.    ",twitter,0,1,1,1
Belakangan ini kok fikiran ampas banget ya,twitter,0,0,0,0
Ari sarua beki mah repeh monyet   ,twitter,0,0,0,1
Jadi cowo itu harus Gentle kalo ga Gentle itu namanya BANCI !    ,twitter,0,0,0,1
  Selagi menaruh bom         ,twitter,0,0,0,0
"  asu  ya tapi gua jarang ngambek, takut   gua kan bucin.      ",twitter,0,0,0,0
  kalo kamu noob pasti peluang disakitin nya lebih gede si    ,twitter,0,0,0,0
"    Joko Widodo dinilai sebagai presiden terlemah dalam sejarah Indonesia. Hal ini terjadi bukan saja karena Jokowi tidak memiliki modal dukungan politik yang cukup, melainkan juga karena ketidakmampuan pemerintahannya menghadapi situasi ekonomi  ",twitter,0,0,0,0
PELAJAR SMA KECamatan BILAH HILIR DEKLARASI ANTI HOAX   PILKADA 2018 DAMAI,twitter,0,0,0,0
Bandara Udara Internasional kertajati  dibangun oleh Gubernur Ahmad Heryawan tanpa gunakan APBN pemerintah pusat. Insaya  Allah siap beroperasi bulan depan ,twitter,0,0,0,0
"  Siapapun gubernur dan presidennya, rakyatnya, ya kita  juga...  ",twitter,0,0,0,0
Ini si   kerjaannya delay mulu! Setan!    ,twitter,0,0,0,1
menuruntuku pintu sorga ada yaitu pintu sorga yang asli dan pintu hatimu modus banget,twitter,0,0,0,0
         PKI hanya muncul jika jelang pemilihan kepala daerah dan pemilihan presiden karena digoreng sampai gosong.,twitter,0,0,1,1
    Itu mah sudah nenek-nenek saya  heran sama cebong biasay bohong terus    ,twitter,0,0,1,1
"                    Islam Nusantara produk JIL, dipasarkan dengan gencar oleh antek   JIL.  Sementara JIL anti Arab, tapi pro asing!  Kata (  almarhum) KH. Hasaya im Muzadi",twitter,0,1,1,1
Dari habis sahur sampe jam 10. Si bayik udah nete 4x. sekarang  rasanya lemas tak terkira    ,twitter,1,0,0,0
  Gak kak emak mah gak demen ama yang sipit             ,twitter,0,1,0,1
"      : Kelakuan homok jaman now, ngentot aja sambil live di Blued  gay vid  g vid  lokalah  ",twitter,1,0,0,1
"    Ga kak, gua bukan orang jawa maaf yak         gua orang palembang soalnya, kakak aja deh yang belajar aksara jawa. Atau kakak mau belajar budaya palembang?  ",twitter,0,0,0,0
Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari    ,twitter,0,0,0,1
 Para Bajingan yang telah melukai Lady harus menerima ganjaran seratus kali lipat!! (sanji)   HBD 17 tahun Pelaut jakarta 48    ,twitter,0,0,0,1
ajakan menolak berita hoax dan sukseskan pilkada di wilayah kota keidari :,twitter,0,0,0,0
    Presiden RI Jokowi luar Biasa kerja nya tulus IkHLAs untuk  Rakyat Bersama jokowi  ,twitter,0,0,0,0
Edan emang goollnya fabiano!!    ,twitter,0,0,0,0
GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA  ,twitter,0,1,1,1
"  Sangat terlihat beda sekali Kewibawaannya ,  yang sangat berwibawa cuma gubernur Indonesia     MasyAllah...  ",twitter,0,0,0,0
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus.  Debat Final Pilkada jakarta ,twitter,0,0,0,1
"   Gubernur ZamanNow  Gus Ipul Puti2   Ganjar Yasin 1   Djarot Sihar2  Hasan Anton2  Koster Ace1  Nurdin Sudirman3  Karolin Gidot2     :     Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita, ?? tutur Djarot di hadapan peserta     ",twitter,0,0,0,0
"      Apa iya Islam itu ga boleh dilokalisasi? lah  Kristen aja mas ada Nusantaranya mas, liat aja di Gereja di bandung ada yang pake gamelan dan ada yang khotbah pake bahasa Sunda/Jawa, ada HKBP juga kurang Nusantara apa?      ",twitter,0,0,0,0
"  Ciptakan Situasi Kamtibmas Menjelang Pilkada 2018, Kapolsek Konang Silaturahmi ke Tokoh masyarakat   ",twitter,0,0,0,0
    positif kok. se-positif respon masyarakat  terhadap - CANUL impor - GARAM impor - BERAS impor - JAGUNG impor - TENAGA KERJA impor - ESEMKA impor    ,twitter,0,0,0,0
"          Kata Sembahyang mengadopsi tradisi lokal pada masa kerjaan Hindu.  Istilah tertutup sembahyang pun lahir dari tradisi ritus tertutup menyembah Hyang (Yang Tunggal), sama dengan tertutup shalat menyembah Allah",twitter,0,0,0,0
KAU PENDIKAN TINGGI TAPI BODOH....gak  ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM yang DI BAYAR AHOK SADAR gak  JADI MILIH AHOK GiLA,twitter,0,1,1,1
"       tapi the best ,,,abaikan kaum kampret otak micin ,,,      ",twitter,0,0,1,1
"      , si otak tempurung mah ga usah d ladenin. semakin dilawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe      ",twitter,0,0,0,1
"    Awaasss... jangan sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatanya. kalau  bicara aja micingin mata, bibir monyong kesamping, suara keluar kayak lagi nahan kentut..     politik kotor sekali jaman ini!    . kalau  tahu   ini.. Paling Sambil kayak nahan ngeden..    dungu!   ",twitter,0,0,1,1
pinokio umur 3 taonan tuh.  2019 Ganti Presiden,twitter,0,0,0,1
"    Cerita silat lae    semacam Kho Ping Hoo yang dari Indonesia, tapi Liang Ie Shen penulis dari China      ",twitter,0,0,0,0
     benci sekali dengan Umat Islam,twitter,0,1,1,1
"            Provokasi mayat, politisasi agama     penyebab kekalahan pilkada DKI, beginilah cara cebong mendeskripsikan kekalahan junjungannya.  FYI ahog belum pernah ikut pemilihan apapun (kec jadi wakil) dan dia bukanlah etnis mayoritas  ",twitter,0,1,1,1
  dari pada gua nete    ,twitter,1,0,0,0
  Lol bani lowo    ,twitter,0,1,0,1
"  Takabur bisa lahir dari siapa saja. Penguasa, rakyat, ulama maupun cendikia. Bahkan iblis mahluk yang alim   telah beribadah beratus2 tahun dilaknat karena hasud takabburnya. Apalagi hanya seorang ahli ilmu filsafat yang  tidak failosof    Mari kita demo diri sendiri ",twitter,0,0,0,0
"  A orang yang suka ke konser-konser, sedikit boros.  ",twitter,0,0,0,0
[ SAMPAI KAPAN MAKAN RACUN ? ]  _  Banyak ulama yang mengatakan hukum rokok mubah dan ada juga ? ,twitter,0,0,0,0
Susilo Bambang Yudahoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat  . No 1 Bisa !  bagus   Khofifah Emil Nomer 1,twitter,0,0,0,0
"    udah biasa kali. Gue kpoper tapi kalo ngomong sama temen2 gue, idol gua banci homo      ",twitter,0,0,0,1
Saya suka video      Awal Kisah Perseteruan Haji Bolot   Malih Tongituong    ,twitter,0,0,0,0
"  Budaya kafir bersungguh, klau hal2 islam tidak diendahkan...  ",twitter,0,0,0,0
"            la la la...hm hmm       Semua diam ,semua bisu         Kita coba tanya sama rumput yang bergoyang             ",twitter,0,0,0,0
"  Apabila setan membisikkan was-was kepadamu, mintalah perlindungan kepada Allah.      ",twitter,0,0,0,0
              kalau ente atheis..ngapain sibuk dengan agama orang...,twitter,0,0,0,0
Lengserkan Jokowi Bangsat!!,twitter,0,0,0,1
  Selamat hari karti ni      2019 Ganti Presiden    2019 Presiden Baru ,twitter,0,0,0,0
"      : Bajingan Homo!!! Hati2 terhadap anak2 kita terutama di kamar mandi laki2, jangan biarkan sendiri!     ",twitter,0,0,0,1
  Iya cocot    ,twitter,0,0,0,1
  karena budaya indonesia.,twitter,0,0,0,0
    Yang ngajarin solat  ajah itu orang asing dia hanya ingin memecah belah islam      ,twitter,0,1,0,1
  Lo ngomong aja kaga bener bangke     ,twitter,0,0,0,1
    Kita semua tidak pernah akan mempercayai yang negara Kita di suatu hari nanti akan dijajah oleh kerana terdapat ke 2 pembubaran sistem2 beraja dinegara Kita kini untuk menjadikan sebagai negara republik komunis padahal negara2 penjajah,twitter,0,0,0,0
tapi masih menikmati kebijakan yang dulu diusulkan PKI.. lah  yo opo...,twitter,0,0,1,1
Kalo seumpama orang cina di usir paksa dari indonesia gimana,twitter,0,1,0,1
  bunda ngentot yuk    ,twitter,1,0,0,0
    : china babi... china maling...  Usir China  ,twitter,0,1,0,1
"  Bung Karno anti asing dan beliau dari Jawa, coba deh adain konsensus lebih banyak mana Jawa yang anti asing atau pro asing karena kebodohannya.   Kalau kami keliru kami tutup akun      ",twitter,0,1,0,1
PROYEK KORUPSI REZIM SBY   ,twitter,0,0,0,0
"    Wajar saja, lihat saja tingkah  beberapa  petinggi negeri ini yang suka mencampur bahasa indonesia dengan bahasa asing setiap kali bicara      ",twitter,0,0,0,0
AB: pribadi yang senang berkompetisi dalam hal yang baik dan positif,twitter,0,0,0,0
    Terus menurut lo kitab suci agAma apa yang di bilang om        Mendadak kalap,twitter,0,1,0,1
  Suka nutup mata. Kaga ditutup pun udah terlihat tertutup gara2 sipit /?    ,twitter,0,1,0,1
